Province,,ID,Interview Date,Version,Commune,Nº of prior non-responses ,Do you agree to participate in this survey?    ,1. What commune do you live in?,"2.	Gender       ","3.	What is your age?      ",4.What is the highest level of education you have completed?,"5.	What is your nationality?","6.	What is your ethnicity? ",7.What is your religion? ,8. Which one of these items do you have at home? ,9. Which types of medical care have you used in the last six months?,10. Which types of medical care have you used the most in the last six months?,11.a. [School teachers],11.b. [Scientific medicine practitioners],11.c.  [Traditional Chinese medicine practitioner],11.d. [Traditional Khmer medicine practitioner],"11.e. [Friends (e.g. boyfriend, close friends)]",11.f.[Monks and religious leaders],11.g. [Work colleagues or bosses],11.h. [Community leaders],"11.i.  [Close family (e.g. mother, siblings, wife, grandmother)]",12.a.​ [Cambodia],12.b. [Vietnam],12.c. [Thailand],12.d. [China],12.e. [US],12.f. [Europe],13.a. [TV],13.b.[Radio],13.c.[Newspapers],13.d. [Social Media(e.g. Facebook)],UCT,14. This list is about transportation,15. About medical condition and treatments,16. Thinking of your closest family and friends.,17. NT (a),18. NT (b),19. When was the most recent time you used bear bile or gall bladder for medicinal products?  ,Use_Bile_EVER,20. How often have you used bear bile or gall bladder for medicinal products in the last six months? ,Use_Bile,21.a.[Bear bile/bear gallbladder has medicinal value],21.b.[It is easy to find places to buy bear bile/bear gallbladder ],21.c.[There are effective medicinal alternatives to bear bile/bear gallbladder],21. d. [The use of bear bile/bear gallbladder is an important part of my culture],22.a.[ Most of the people I respect use bear bile or gallbladder for medicinal purposes],22.b.[Most people I respect have difficulty finding bear bile or gall bladder],22.c.[Most people I respect prefer scientific to traditional medicine],"22.d.[Most people I respect prefer bear bile or gall bladder from a Sun bear, not a moon bear]",Other information,Province ,Compaign site,,,,,,,,,
Preah Vihear,2/4/2019 9:01,CM190,19/12/2018,B,Chhean Mukh,0,Yes,Chhean Mukh,Female,36,Primary school, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Bicycle, Motorbike","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Neither trust nor distrust,Completely trust,Completely distrust,Distrust,Neither trust nor distrust,Completely distrust,Distrust,Trust,Completely trust,Distrust,Completely distrust,Neither trust nor distrust,Completely distrust,Completely distrust,Completely trust,Distrust,Distrust,Completely distrust,Completely distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 9:06,CM191,19/12/2018,A,Chhean Mukh,0,Yes,Chhean Mukh,Female,25,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Fan",Western medicine,Western medicine,Completely distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Completely trust,Completely distrust,Trust,Neither trust nor distrust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Don’t know,Don’t know,Don’t know,Strongly Agree,Agree,Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 9:10,CM192,19/12/2018,A,Chhean Mukh,0,Yes,Chhean Mukh,Female,25,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Completely trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Distrust,Completely trust,Completely trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Distrust,Completely distrust,Green (A)    ,4,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 9:13,CM193,19/12/2018,B,Chhean Mukh,0,Yes,Chhean Mukh,Female,43,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike",Western medicine,Western medicine,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Completely trust,Trust,Trust,Completely distrust,Distrust,Completely distrust,Distrust,Completely trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Red (B),1,0,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Don’t know,Disagree,Agree,Strongly Agree,Agree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 9:17,CM194,19/12/2018,A,Chhean Mukh,0,Yes,Chhean Mukh,Female,60,Literacy certificate, Cambodian         ,Khmer      ,Buddhist,Fan,Western medicine,Western medicine,Trust,Completely trust,Don’t know,Trust,Distrust,Trust,Neither trust nor distrust,Don’t know,Completely trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Distrust,Trust,Don’t know,Don’t know,Green (A)    ,1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Don’t know,Question 8: In respondent's house has no items in the list. ,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 9:20,CM195,19/12/2018,B,Chhean Mukh,0,Yes,Chhean Mukh,Female,23,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone",Western medicine,Western medicine,Completely trust,Completely trust,Completely distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Don’t know,Don’t know,Don’t know,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Don’t know,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 16:00,CM196,21/12/2018,B,Chhean Mukh,0,Yes,Chhean Mukh,Female,36,None, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Completely trust,Completely distrust,Completely distrust,Trust,Trust,Trust,Trust,Completely trust,Don’t know,Completely distrust,Trust,Don’t know,Trust,Trust,Distrust,Distrust,Distrust,Distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 16:05,CM197,21/12/2018,A,Chhean Mukh,0,Yes,Chhean Mukh,Female,32,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Completely trust,Distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Trust,Trust,Completely trust,Completely distrust,Completely distrust,Distrust,Distrust,Green (A)    ,2,3,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 16:09,CM198,21/12/2018,A,Chhean Mukh,0,Yes,Chhean Mukh,Female,36,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Completely distrust,Trust,Completely distrust,Completely distrust,Trust,Distrust,Trust,Trust,Trust,Trust,Completely distrust,Trust,Distrust,Don’t know,Don’t know,Distrust,Distrust,Distrust,Distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Disagree,Don’t know,Don’t know,Don’t know,Strongly Disagree,Don’t know,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 16:15,CM199,21/12/2018,B,Chhean Mukh,0,Yes,Chhean Mukh,Female,37,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle","Western medicine, Traditional Khmer medicine",Western medicine,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Completely trust,Completely trust,Completely trust,Completely trust,Distrust,Completely trust,Completely trust,Completely trust,Completely trust,Completely trust,Completely trust,Completely trust,Trust,Red (B),2,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Don’t know,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/4/2019 19:01,CM200,21/12/2018,B,Chhean Mukh,0,Yes,Chhean Mukh,Female,27,None, Cambodian         ,Khmer      ,Buddhist,Mobile phone,"Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Completely distrust,Completely trust,Completely trust,Completely trust,Completely trust,Completely distrust,Completely distrust,Completely trust,Completely trust,Completely trust,Completely distrust,Completely trust,Completely trust,Completely trust,Completely trust,Completely trust,Completely trust,Completely trust,Distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Don’t know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Control site
Preah Vihear,2/1/2019 13:03,RB001,29/12/2018,B,Robieb,0,Yes,Robieb,Female,32,Secondary school, Cambodian         ,Khmer      ,Buddhist,"TV, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Completely distrust,Neither trust nor distrust,Completely distrust,Completely distrust,Don’t know,Don’t know,Trust,Completely trust,Completely trust,Trust,Don’t know,Don’t know,Don’t know,Don’t know,Completely trust,Distrust,Don’t know,Don’t know,Don’t know,Red (B),2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Don’t know,Don’t know,Strongly Disagree,Strongly Disagree,Don’t know,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 8:46,RB002,29/12/2018,A,Robieb,0,Yes,Robieb,Female,45,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Green (A)    ,1,3,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Don’t know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 8:57,RB003,26/12/2018,B,Robieb,0,Yes,Robieb,Female,23,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Completely trust,Trust,Trust,Neither trust nor distrust,Trust,Distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Trust,Don’t know,Don’t know,Red (B),2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 9:05,RB004,26/12/2018,A,Robieb,0,Yes,Robieb,Female,29,Literacy certificate, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Completely trust,Distrust,Distrust,Trust,Distrust,Distrust,Completely trust,Completely trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Distrust,Distrust,Don’t know,Don’t know,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Neither agree nor disagree,Disagree,Agree,Disagree,Don’t know,Don’t know,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 9:11,RB005,26/12/2018,A,Robieb,0,Yes,Robieb,Female,35,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike","Western medicine, Traditional Khmer medicine",Western medicine,Distrust,Completely trust,Completely distrust,Trust,Distrust,Completely trust,Distrust,Completely trust,Trust,Trust,Distrust,Distrust,Distrust,Trust,Trust,Completely distrust,Completely distrust,Don’t know,Don’t know,Green (A)    ,1,2,11-15%,1,2,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 9:26,RB006,26/12/2018,B,Robieb,0,Yes,Robieb,Female,30,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Completely trust,Distrust,Trust,Trust,Neither trust nor distrust,Distrust,Trust,Completely trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Distrust,Distrust,Don’t know,Don’t know,Red (B),2,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 9:32,RB007,26/12/2018,A,Robieb,0,Yes,Robieb,Female,23,Secondary school, Cambodian         ,"Khmer      , Chinese   ",Buddhist,"Tractor, TV, Mobile phone, Fridge/Freezer, Motorbike","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Distrust,Trust,Distrust,Distrust,Distrust,Neither trust nor distrust,Distrust,Trust,Completely trust,Distrust,Completely distrust,Neither trust nor distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Don’t know,Don’t know,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 9:40,RB008,26/12/2018,A,Robieb,0,Yes,Robieb,Female,57,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Completely trust,Trust,Completely distrust,Trust,Don’t know,Trust,Trust,Distrust,Distrust,Don’t know,Don’t know,Green (A)    ,1,3,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Neither agree nor disagree,Don’t know,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 9:44,RB009,26/12/2018,B,Robieb,0,Yes,Robieb,Female,47,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Trust,Trust,Completely distrust,Completely distrust,Distrust,Distrust,Distrust,Trust,Completely trust,Distrust,Distrust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Distrust,Don’t know,Don’t know,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Don’t know,Don’t know,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 9:49,RB010,26/12/2018,B,Robieb,0,Yes,Robieb,Female,36,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Don’t know,Completely trust,Completely distrust,Trust,Trust,Don’t know,Trust,Trust,Completely trust,Neither trust nor distrust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Distrust,Distrust,Don’t know,Don’t know,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Strongly Agree,Don’t know,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 9:54,RB011,26/12/2018,B,Robieb,0,Yes,Robieb,Female,18,High school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Distrust,Neither trust nor distrust,Trust,Trust,Don’t know,Trust,Trust,Trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Strongly Agree,Don’t know,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 9:58,RB012,26/12/2018,B,Robieb,0,Yes,Robieb,Female,28,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Completely distrust,Completely distrust,Neither trust nor distrust,Don’t know,Neither trust nor distrust,Trust,Trust,Trust,Completely distrust,Distrust,Don’t know,Distrust,Distrust,Distrust,Distrust,Don’t know,Distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Strongly Disagree,Strongly Disagree,Don’t know,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 10:02,RB013,29/12/2018,B,Robieb,0,Yes,Robieb,Female,28,Primary school, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Neither trust nor distrust,Completely distrust,Completely distrust,Distrust,Neither trust nor distrust,Distrust,Trust,Completely trust,Distrust,Completely distrust,Don’t know,Don’t know,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Strongly Agree,Neither agree nor disagree,Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 10:06,RB014,25/12/2018,B,Robieb,0,Yes,Robieb,Female,38,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Distrust,Distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Trust,Trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Don’t know,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Neither agree nor disagree,Strongly Agree,Don’t know,Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 10:10,RB015,25/12/2018,B,Robieb,0,Yes,Robieb,Female,29,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Trust,Distrust,Distrust,Don’t know,Don’t know,Don’t know,Don’t know,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 10:13,RB016,25/12/2018,B,Robieb,0,Yes,Robieb,Female,40,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Distrust,Trust,Trust,Trust,Trust,Trust,Completely trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Trust,Trust,Don’t know,Don’t know,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Don’t know,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,2/1/2019 10:17,RB017,25/12/2018,B,Robieb,0,Yes,Robieb,Female,40,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Completely trust,Trust,Distrust,Distrust,Distrust,Distrust,Distrust,Trust,Trust,Don’t know,Don’t know,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
